,cleaned_text,sentiment_label
2173,else say sandisk gb class works like charm galaxy sii unlocked youre upgrading old smaller microsd card create img file old microsd hdd raw copy tool freeware recover saved img file new microsd card hdd raw copy tool since old microsd gb new microsd card gb install minitool partition wizard freeware choose new microsd choose moveresize option drag space full size new microsd card dont forget apply put microsd phone go stuff apps saved microsd working,1
2174,class adapter lives billing currently use android phone,0
2175,use cell phone lumia works fine transfer speed little slower memory cards used much,1
2176,device works exactly expected holds lot music videos would recomment anyone great product else say,1
2177,purchased gopro hero black edition works perfectlyi use gopro car riding snowboarding cliff jumping much morethe gb sandisk sure capture every moment life,1
2178,storage device small one physically holds lot great add capacity tablet cell one supposed stores files various formats ask lower price suppose wait year youll doubtless,1
2179,bought ms surface tablet tripled storage space copy media endless hours entertainment im plane ride hotels,1
2180,put moms asus transformer book ttacgr provide ample amount storage pictures music movies performs well weve experience lag far great product,1
2181,works write damn eleven words finally done crap three words,0
2182,needed inexpensive sd card new htc one perfect choice works perfectly thus far issues al,1
2183,macbook air curious could put timemachine backup sd card experiment picked sandisk becauseive great luck cards pastusing microsd gives options changing tech going forwardamazon best buywell guess works great,1
2184,isnt much said first sandisk name sandisk quality sandisk speed packaging done well shipping issue professional video photography ive never sandisk product fail unit purchased specifically gopro hero black could easily work canon mk iii adapter one dual slots,1
2185,awesome price bought camera gopro phone great cyber monday price work advertised,1
2186,everything says without hitch works like charm reasonably priced makes good value,1
2187,suppose purchased samsung galaxy tablet problems complaints,0
2188,using dbpoweramp able rip entire collection card reasonable quality level thats point make sure compatible device buy,1
2189,use tablet well camera find slower speed cards work well taking pictures video would nice sd adapter built wifi way dslr would need buy one wifi card simply replace micro sd cards save money,1
2190,use sammy tab formatted htc phone put tab,0
2191,works expected else said cards almost silly person proof looking reviews may say otherwise amazon shipped fast happy,1
2192,currently downloaded music car sitting surface rt havent done measurements fast transfer rate card tell fully capable playing music videos card surface rt lag also good value far pricesizespeed ratio,1
2193,three cards used devices oldest one year old bought third one ive problems errors kind lost data id consider solid investment great memory cards price per gb even see abuse get used helmet sports cam sometimes shaking hits havent affected cards ability store video least,0
2194,san disk ultra fast gb gives lots storage phone ive got lots room apps photos music data ill lots fun filling,1
2195,use everyday microsoft surface im happy issues great speed wish prices would drop even though,1
2196,got girlfriend tablet bought love put music pictures tablet wants doesnt worry running space anymore,1
2197,sd card arrived quickly worked ever since initial install removed used adapter laptop put back without issue im using droid razr always select unmount option storage section prior removal ensure data lost complaints item bought card replace gb card purchased previously suddenly stopped working paid little things well worth put lot mp files device card great,1
2198,great name brand class card great price best net time bought one works perfectly fast cant go wrong spend extra couple bucks real deal dont fooled knock slow speed import,1
2199,sandisk great brand never complaint working fine galaxy tab would recommend,1
2200,bought galaxy cell phone love extra space fro music large picture files,1
2201,liked color liked didnt worry getting confused microsd cards lying around functions expected given made sandisk,1
2202,fast card reliable offers tons space nook hd solid buy wont regret,1
2203,card worked automatically immediately samsung note edition tablet transfer fast faultless thus far previous reports issues sandisk memory cards working samsungandroid devices concerned doesnt seem occur newer xc versions,1
2204,called sandisk say new card version corrects problem sandisk sandisk tech says new package show card made march dont know includes march probably corrected older late reportedly ok knowsthey even say provide free ups return labelof course taking risk whether problem really fixed keep backups dont know would,0
2205,fast card worked died less week return period expired must note though nature memory storage card drive fail last forever sandisks fault amazons fault reason think amazon extend return period items fall category dont worry amazon still love feel like played role proctologist one,0
2206,bought garmin virb action cam store hours video great thats batteries record fast big want,1
2207,use samsung glaxy increase gb device gb increase gb,1
2208,performs well bought good price works great problems used samsung epic phone trouble using kept getting sd card suddenly removed notification,1
2209,sayim using double memory asus tf gb card good readwrite performance sandiskrecommended,1
2210,using year issues come amazon much put review memory card,1
2211,popped formatted works finebe sure power first didnt didnt like reboot anyway,1
2212,bought micro sd card galaxy note months ago great plug play problems recognized immediate right able transfer gb videosmusic phone right away transfer speed good expecting reading guides type sd cards good product recommend anyone looking sd card,1
2213,placed sandisk ultra gb microsdhc cuhs memory card without adapter samsung hmx w camcorder works great,1
2214,used gopro hero black edition works like charm comes adaptor use regular sd card slot read microsd card reader issues pushing video even high quality high frame rate video card flawless,1
2215,amazing think need space gb nice love worry needing space phoneyet,1
2216,use go pro never issue recording p video doesnt skip beat hard beat prices sd cards amazon always first place check,1
2217,popped galaxy worksdisk came enclosure used inserting pcs laptops devicesshipping fast,0
2218,bought new galaxy note realized device didnt recognize ittried devices laptops desktop macbook didnt workvery disappointed,1
2219,little microsdhc memory card sandisk equal reputation fast enough large enough store stream full length movies weve ripped dvd collection perfect addition new smartphones bought three recently purchased smartphoneshighly recommended,1
2220,disk keeps data input neat compact responds computer readily really like might get another one id recommend friend anytime,1
2221,use tablet pc extra drive great speeds verse cheaper brands nothing else really say,1
2222,sandisk makes quality products count small price competition pay thing fits bill needs save extra money give needy family memberwe recommend product rating,1
2223,bought extra storage samsung tablet anyone wonders direction place black side back red gray side face front screen aldo works great canon dslr adapter,1
2224,brand new card working perfectly good using action cameras gopro hero contour gps problem far,1
2225,bought new gopro black works wonderfully totally recommend youre looking high quality speed,1
2226,put samsung works great stores lots pictures easy load unload also download pictures computer easily,1
2227,got new galaxy works great tripled memory compatible worth every cent able carry ton music podcasts,1
2228,bought micro sd card samsung galaxy note works flawlessly lots space fast,1
2229,ive seen memory seems best stats transfer speeds whatnot ill let research far rest concernedprosthe packaging plenty protect productcame adapter full size sd card definitely nicethe price beat could find locallyconsnone really think,1
2230,great price time purchased sandisk known making great memory cards use itin gopro,1
2231,ordered use sghi delivered days problems far would say great buy price would suggest use high end smartphone,1
2232,ive used assortment phones devices works flawlessly good transfer speeds ever problem card many sandisk cards ive used keep using brand hasnt failed yet great little devices like one make life easier,1
2233,bought memory card replace gb memory card zte valey phoneand works great,1
2234,many devices still dont work well gb capacity cards gb cards often available sell great price work fantastically,1
2235,swapped gopro put gb card cases im completely satisfied cards,1
2236,card great bucks steal card handles high transfer speeds good music pictures videos get lag wait card load,1
2237,card dead arrival work whatsoever copying files transfer speed mbs would eject card contents transferred would lost card refused format got error message lock definitely dud exchanged kingston card size worked still works flawlessly,0
2238,works great samsung galaxy note ii install forget ive never problem,1
2239,purchased product specifically utilize sony action cams sandisk product works well problems whatsoever would recommend product use sony action cam camera requiring micro sdhc card,1
2240,works like memory card work saves stuff deletes stuff transfers stuff good lots stuff problems far,1
2241,used memory card expand memory smartphone worked expected easy setup copied stuff older microsd card computer changed cards gave couple minutes initialize copied stuff back worked great,1
2242,fast fast fast big big big exactly need record illadvised shenanigans friends,1
2243,awesome storage much space format correct format phone walla ton space,1
2244,lg optimus f cell phone cant believe fast file transfer take pictures card quickly click shutter button happy card price paid,1
2245,fast reading writing samsung galaxy verizon highly recommended sandisk numero uno smartphones,1
2246,purchased two cheap enough buy get fastest market dont worry running space fast sandisk reliable whole,1
2247,gb cards cell phones love offer plenty room pix music videos fast save load someday get desired tablet pc getting another one,1
2248,gb im set dont know long bought one note ive loaded tons pics music still enough space last long long long timethank samsung new devices able read gb microsd cards,0
2249,dont notice significant performance increase less expensive class sandisk sd card dont recommend card,0
2250,microsd card perfect im using sony dsctxv cybershot works camera took second format card ready stored pictures video excellent costumer service help replacing card broke sending new one came super fast card definitely recommend card happy costumer service answer quick werer fast definitely buy guys thanks,1
2251,bought samsung continuous problems messages saying wasnt connected etc replaced wit equivalent trascend never problem past several months would work pc ana adapater failed format device rma given lifetime guarantee hassle,0
2252,exactly needplenty space anythingworks computerslaptops psps wadapter cameras camcorders etc,0
2253,fast small pretty cheap put one usb reader use thumb drive,1
2254,use time gopro great buy super cool comes sd adapter,1
2255,hard rate memory hard many words memory card suppose havent problems,1
2256,htc evo design g added card like x faster transfer files computer games like nova put massive amount files microsd loads much faster put apps sd noticed difference performance games appsi one problem though phone would repeatedly say card unmounted couldnt find card popping battery cover pulling card reinserting would fix reboot thought fault card since upgraded htc evo g lte issues cardso issues phone reading card might phone,0
2257,minimum speed class want video recording faster ones job value good make sure check see camera putting take card capacity seems odd dont use card gb check first also check web sites firmware updates many cameras take first say commodity like memory get store stuff like crazy fair p hold insane amount video images likely shoot week trip always use extra space storage maybe format work new k camera need gb sure,1
2258,expected gb sd card never tested readwrite speed never problem music videos,1
2259,memory card working flawlessly prices dropping nicely amazing storage capacity something small,1
2260,easy install expansion memory completed issue product works advertised,1
2261,good priced memory comes plain white wrapper adaptor sd card size didnt forget put guess works,1
2262,got sweetie tablet board likes books hold lot quality price great,1
2263,memory fine adapter came useless contact seller since another use,0
2264,sandisk ultra gb class used extra storage space surface rt everything worked expected well worth money,1
2265,item works great garmin dash cam garmin hand held topographic gps good valuedeal money,1
2266,would recommend memory card anyone cell phone tablet pc memory card fast efficient,1
2267,placed memory card bluetooth speaker loaded different genders music plays beatifully,1
2268,samsung galaxy gb fast microsdxc flash card storage available amazons rather amazing price works cents gigabyte way back early days hard drive storage paid much per megabytethis little hummer fast package ads claim read speeds mbs crystalmark tests indicate mbs read mbs writewith storage capacity like continuing software development smartphone small tablet might future computingmy initial impression simple one awe gb usable storage chip even size thumbnailif device support microsdxc cards buy one never much storage definitely hardpressed fill card personally useful datagreat device great buyjerry,1
2269,sandisk gb sd card job way supposed use tablet zero complaints,0
2270,quickly went bad used maybe weeks better keep receipt bad didntbad deal period,0
2271,painful buy new gadget new better one comes along bummer great little card helps keep envy bay becuase might fastest wow content huge library movies songs apps right fingertips becuase baby phone buy one insurance phone tablet envyenjoyps format device ensure compatability casesupdate months later still job lots space apps music movies still happy device problems troubles report good productenjoyjb,1
2272,great price fast large micro sd card recieved super fast works perfectly droid verizon wanted class card like,1
2273,price helps speed phone significantly freeing memory used camera apps,1
2274,good case nice comes sd adapter fast transfer pictures good memory card,1
2275,tend hold reviews test things thoroughly years thorough enough works issues stated capacity good speeds,1
2276,turns smartphone ipod effectively store music pictures videos accessed directly adapter indirectly via micro usb usb would highly recommend,1
2277,unfortunately sd card fully compatible samsung galaxy installed phone would check tell sd card ready removal continuous cycle even formatting fat ntfs fat card would work would revert back exfat formati recommend product get work stars rating due lack compatibility listing product site,1
2278,ive buying sandisk awhile yet experience durable fast nowwhen accessing video photos phone hesitate load due memory card highly efficientand price got amazingi highly recommend,1
2279,worked great amazon price hero gopros videos least twice week months,1
2280,problem fits seems fast colors good addition pops floor something find,1
2281,chose item speed memory also sandisk brand wasnt disappointed memory works fine motorola razorm cell phone allowing store movies pictures music play phone adapter hand feels flimsy fragile trouble inserting two different readers even felt like like going break several adapters adapter feels like material much thinner others said didnt purchase memory adapter purchased speed rating compatibility things equal would consider purchasing memory,1
2282,bought one cellphone never worry download space pictures apps anything else,1
2283,supposed supposed reads writes perfect peripheral gs,1
2284,put gb videos micro sd card perfect fit functions flawlessly,1
2285,pros conspros fast works galaxy note also works gfs galaxy note brothers galaxy got sale sales rock half red makes harder lose allblack ones comes microsdtosd converter use stuff like cameras sd card slots computer wildly useful nonphone transfers usescons none yet well see long lasts,1
2286,second one purchased amazon great service first one bought months ago fast fits perfectly ms surface computers,1
2287,exclusively used sandisk extreme cards pro photography gear years never let one dud though plugged let phone format start copying everything copied fine got done thats started acting upif phone plugged computer using storage device got tons crc errors andor messages saying needed format card using phone would come time time saying inserted blank card reboot phone works fine little bit errors would start thought maybe way phone formatted tried format computer didnt help anythingvery frustrating thankfully ive days trouble started going back amazon refund ill find reliable card phone,0
2288,card worked great first ive never problem sandisk past bought card galaxy back october dead december im sorely disappointed purchase maybe faulty card experience terrible gets one star,0
2289,never looked verify capacity card clearly labeled gb installed clearly installed computer shows gb available used beware order one make sure getting pay,1
2290,wifes gb microsd card failed phone order prevent issues got one phone one phone able transfer photos music cards plenty room spare,0
2291,bought card use samsung tab since came gb storage gb left junk bloatware comes found couldnt delete extra unneeded apps without messing system gb card hope need anymore storage foreseeable future card immediately recognized system intergrated seemlessly able use additional memory storage one reason got samsung instead apple products,1
2292,perfect counterpart microsoft surface rt tablet supports bitlocker encryption keep password encrypted case lose issues playing hd videos using windows default video player,1
2293,purchased card double disk space ms surface rt price right happy purchase would recommend card anyone needing gb microsd card,1
2294,tested sd card speed play store app gets speeds advertised allows download tv shows trips perfect,1
2295,puts gb phone purchasing needed devices,0
2296,reformatted fat transferred files old phone put galaxy hardly thought since huge works reliably,1
2297,superb qualityseems never gets fullgot sooner expecteddid research making move sold sandisk,1
2298,fast practical really like almost able use phone play full hd great,1
2299,nice product worked perfectly windows however doesnt quite work placed inside att samsung galaxy files copied shown ss file browser googled bit problem concluded phones problem,1
2300,card works great lots space great transfer speeds shipped quickly package great shape,1
2301,bought memory card dashcam works perfectly problems write speed resolution video trust sandisk quality product many use failures yet,1
2302,great addition phone came sd card converter able transfer data old card using laptop issues love extra space available photos videos,1
2303,sd card nothing exciting except dont work suppose thing worked perfectly put vivotab windows device worked perfectly gb formatted free space typical folks expect get use full gb heartily recommend device,1
2304,started useing minute got transferred g old sd card new g micro card problem arrived time packaged well,0
2305,fast transfers hesitant buy larger micro storage thinking would easy damage storage fits phone perfect wouldnt hesitate buy,1
2306,unerstand cards may come different formats reformat windows xp machine finding hp utility via google get work properly samsung galaxy note,1
2307,mounted sandisk ultra gb microsdxc card dell venue pro tablet data drive card instantly recognized tablet apparent delay readwrite operationsthe card ordered easy open package came sd adapter allows card used regular size sd cardrecommended,1
2308,bought tablet like capacity music movies files purchased model never problem,1
2309,bought replace gb microsd phone died one still kicking guess thats good thing months good,1
2310,bought upgrade phone micro sd works great lots storage able test speed transfer google chosen turn customers disable ability connect phones pcs normal since,1
2311,seen places cant beat price saved using main hard drive makes instead came,0
2312,use family samsung flight ii phones experienced problems kids take lot pictures phone,0
2313,super fast tons room wouldnt love micro sd card price even great ive using phone months ive zero problems sped processing time camera app considerably,1
2314,lots sd memory cards market today cheaper always used san disk never fail fast reliable good solid performance digital camera go wrong san disk,1
2315,ill never need anotherbigger memory card fast plugs right didnt need setup etc sandisk quality brand,0
2316,use dlink web cam fast readwrite reliable sandisk best tried brands always fall back sandisk,1
2317,sandisk class far memory cards best price card need advance cameras phones ext bought go pro black edition worked flawlessly without buffering error money sandisk would put money memory card,1
2318,already many reviews product wanted say cards plain solid priced right well hope see gb soon,1
2319,works advertised problems works great new gopro silver edition,1
2320,gigs works great sure else say really much else say,1
2321,amazing memory chip card less half size regular postage stamp card fits garmin gps allows take oodles photos along viewing comes adapter allow using pc one many multicard readers gigabytes tiny card reasonable price highly recommended,1
2322,purchased use dashcamera using months without issues sure else say hopefully get couple years worth use,1
2323,good low pricethankssandisk ulttra used dash cam works record unto g user regularly formatting times amonths keep memory good conditionthanks,1
2324,use hisense sero pro works great good buy device,1
2325,works great says price come years quality improved use note great job fill put everything external hard drive card used,1
2326,picked couple gb cards gb cards still expensive stock try buy amazon directly fullfilled amazon faster shipping many many sandisk cards microsd smart phones sdhc point shoots surveillance cameras compact flash cards,1
2327,nothing really say except excellent memory fast efficient cant go wrong sandisk using acer iconia tab works like charm thanks,1
2328,pretty awesome cheap bought galaxy figured id upgrade sd card nice since inexplicably almost internal storage still awesome phone though talking today,1
2329,bought microsdxc card samsung galaxy note edition works great transfer speeds excellent would definitely recommend friend,1
2330,bought samsung tab works great fast problem also work samsung galaxy,1
2331,fastest microsdhc ive used got tablet turned tablet microsdhc slot arrived using mp camera writes quickly next shot im quite pleased performance cardi think may cards even faster suits needs casual photography,1
2332,good product using smart phone usual amazon packageing acceptable didnt take forever open packages seem take,1
2333,previous card sandisk gb class card cards speed x faster put music movies hearts content thing say negative order htc sensation g recognize reformat card even though packaging says android compatible even mighty green andy android lol formatting card windows able use phone didnt use fat utilities remark formatting proceduresoh forgot add first card sent didnt work card didnt try format amazon sent one overnight without charge well return bad one course process couldnt easier card actually backordered weeks deal day amazon card purchased wellthis card authentic came sandisk packaging indeed class card,0
2334,purchased use addon memory motorola razr maxx phone works great package arrived scheduled good,1
2335,use phone works well enough android doesnt like use card default move things manually thats beside point card works well,1
2336,put memory card formatted storage menu downloaded sandisk memory zone app google playstore phone issues memory card ill come back update review far good,1
2337,problems yet works fine htc sensation seems kinda slow im thinking problem phone interface card,0
2338,youre looking extra storage device store pics songs much,0
2339,got expand memory galaxy note love hold almost whole years worth pictures videos docs phone took larger one id get one,1
2340,say micro sd serves purpose works would recommend others,1
2341,sandisk ultra gb fast quiality excellent usefull device problem recomended,1
2342,solid card used music phone apps standing dslr functioned great purpose got card bargain finally full,1
2343,sandisk provides dependable storage new tablet sandisk rely phone computers never let,0
2344,anybody getting gb card aware card use needs formatted problem computers format gb less got gb formatted card sandisk dont tell nobody whats use buy expensive card use gb instead google discover people problem wish knewi bought put galaxy note android phone think shouldnt even sell gb least informed people heard applications could make work buy something expect work without need hassling around since im geek,0
2345,months later problems solid product im happy would order,1
2346,opened micro disc adapter didt know went utube installing became clear micro fits top adapter whole thing fits camera neat high powered,1
2347,superspeed card works great phone havent problems since bought thing im certainly able record hd video right onto card problem recommend need quick data delivery external card recommend,1
2348,hellowe using sandisk memory cards since beginning sd cards latest version recommended samsung galaxy phone zillion photos videos apps original gb space becoming full saving due lack space sandisk micro sd card answer pop back easily phone slip mini sd card provided slot make sure clicks put phone cover back unit simple gb extra space new phone stores anything want store constantly make backups home computervery easy connection simply shows phone data sd card data connected home computer transferred largest photovideo file sd card original gb open instant quality photos videos original card gets loaded meg camera takes super quality photos videos also takes lot spaceadding micro sd card less expensive ordering gb galaxys yrmv great productupdate original super large file sd card still shows original gallery screen still functions original gb shows room next zillion photos etc,1
2349,havent experienced problems arrived really fast great price gb size compatible android os tablet well worth price plus sandisk reputable brand trust highly recommended,1
2350,say plugged workeddell venue tablethave always good luck sandisk brand,1
2351,top end besides stupid expensive extreme works fine ive id get cheaper ones suspect good slow fail isnt worth save couple bucks work work fast,0
2352,item came described yesitem priced well yesim using microsd external always plugged mac helps store bunch files school back,1
2353,sandisk best brand get memory cards bought two little gems go sandisk sansa clip zip work wonderfully,1
2354,works great real deal fake one often finds websites great galaxy tablet adapter slots easily computer,1
2355,doesnt seems chinese crap looks like original one works fine galaxy also tablet recommended,1
2356,using sandisk sd card devices cellphone tablet pc say product one best,1
2357,scandisk ultra gb class microsdhc cards one acer iconia android tablet one linux laptop move files around ive formatted differently make fit best hosting operating system working great issues great performancei stream p movies cards without hiccupsi also used one cards p camera issue whatsoever keeping writing speedgreat card,1
2358,maximize storage product installed easily even tablet newbees tablet recognized itno problem im pretty techno challenged used picture storage successful transferring data device,1
2359,got gb card droid razr maxx hd recognized phone troubles shipping couple days,0
2360,bough said fast im getting mbs galaxy note ii fast excellent phone,1
2361,installed lg smartphone without incident working without hitch ever since words express lack emotion make review long enough qualify,0
2362,using dash camera purchased car job recording audio video fine,1
2363,good price excellent camcorder micro design required unit gives flexibility cell phones etc good buy,1
2364,great price size speedyou go wrong itemi bought several already different sizes,1
2365,regular gb card used blackberry torch slow though replaced card definitely see difference speed z happy thing format card blackberry z,1
2366,look many highly positive reviews card get one huge fast reasonably priced highspeed chipbtw comes filesystem formatted exfat depending device may like need format fat problem windows support formatting fat filesystems gb format fat linux use tool windows,1
2367,sandisk makes best storage media also couple flash drives love,1
2368,ive officially expanded memory surface pro amazing moderity literally entire lifes work stored device smaller thumbnail great,1
2369,great price great function works cannon camera note could happier purchase,1
2370,excellent card use primarily carcam also used compatible small digital camera cameras proprietary adaptor,1
2371,needed memory upgrade phone galaxy time got sale yet fail stores good amount media device hold number movies full resolution pictures taken handy long distance trips,0
2372,buy gb card install gb exactly gb paid forgo,0
2373,using item extend memory capacity samsung galaxy tablet good price free shippingorder works advertised,1
2374,phone storing majority mp collection albums loaded gs music comparatively fast never seem problems skipping stuttering ive slower cards probably would solid selection video havent tried yet photos save quickly allowing followup shots would missed,1
2375,class ten card failed jamed phone kyocera rise replaced another regular h gb sandisk card working fine micro sdhc cards less price used best buy faryour music paljoe mal,1
2376,amazon ran good deal gb microsdxc jumped bandwagon arrived snapped photographs test worked welluntil tried retrieve files dont know became corrupt longer would reformat function devices exchanged replacement amazon new one works beyond initial observations browsing seems much faster previous sdhc class cards thank amazon immediate exchange highly recommended todays go data storage original review stars amazons immediate replacement great customer service rerated stars,1
2377,works expected cant complain plenty storage pictures videos buy needed,1
2378,works great asus android tablet gb specification seems limit size works great happy write words,1
2379,buy sdxc xperia arc even many saying support till gb sdhc sdxc gb work perfectly xperia arc,1
2380,used motorola droid x music files loading files seem little herky jerky played fine sure problem memory card phone using amazon app motorola app came phone,1
2381,got new samsung galaxy cant understand someone would buy class bucks cheeper class micro sdhcvery fast mbs speedcomes adapter pcbeen using san disc flash memory years complaintsif using android device anything need fast data transfer card wont dissapoint,0
2382,item works exactly advertised negative reviews product must people mistakenly reviewed wrong product dont know sandisk ultra gb sdhc micro sd card truly class works fine htc phone,0
2383,works perfect samsung tablet satisfied product good quality awesome highly recommended fast shipment plus,1
2384,works say went bucks day bout whatever great micro sd,1
2385,im upset right died turned phone movies pics music gone card died three months bullcrap,0
2386,love gb zte supreme works really well phone restarted phone times first put problems idea fit entire music collection android reached gb rock metal get rid damn ugly ass ipod classic,1
2387,ordered go tablet ordered fiance works well loves tablet,1
2388,complaints wanted good class microsdhc card job difficulty keeping recordings photos music downloads etc finally microsd card doesnt bottleneck download speed,0
2389,hard review amazing little chip huge capacity supposed stars,1
2390,fairly cheap good microsd fast gb memory chip flexible used everything flat memory cards cameras vids etc,1
2391,plug play stuck phone within seconds ready go great way add extra memory us use phones,1
2392,month best price quick shipping massive storage didnt run speed tests anything issues edit review problem road,1
2393,loaded songs still lots room left works cell phones mp player cruise sansa,0
2394,buy could never commit paying much data gb filled quick wasted money buying gb end still ended buying gb,0
2395,say sandisk adapter works well fits great tablet gb lot space,1
2396,card fast fast fast also holds photos videos able take thus far however number items increases see relatively soon looking gb card satisfied purchase,1
2397,far good fit right slot samsung,1
2398,bought card use asus transformer book tta add external removablereplaceable storage capacity inserted slot provided immediately recognized driver installed card appears available promised storage capacity pc folder computer able move files card intended product fine price satisfactory,1
2399,price great delivery time plenty storage gopro hero sd card adapters makes things much easier transfer files devices,1
2400,site reasonably priced unit memory added samsung galaxy pro gb also helped expand memory allow better storage songs information believe good value,1
2401,got galaxy worked flawlessly typical sdhc installation issues increased storage capacity,1
2402,works well gopro even though wasnt one gopro recommended ones good buy speed movies big pictures,1
2403,everything supposed havent able really test speed video camera see really class given sandisk expect everything good great price,1
2404,bought new samsung g installed card immediately recognized big enough lots music videos,0
2405,got samsung galaxy tablet according samsung tablet take gb card reviewers tablet said could take gb went ahead bought gb one formatted fine tablet,1
2406,great product use san disk ultra gb tablets would highly recommend friends,1
2407,got fast amazon fast glitch free performance smart phone tablet ive used whereas thought atrix glitchy solved problem hanging screens slow access music syncing,1
2408,product works great reasonable enough price going buy larger one next time best chk size use product buying,1
2409,good deal great price sturdy gb format ill getting another,1
2410,used sandisk ultra micro sdhc gb cards exclusively since buying pov cameras require used gopro hero sony action camerasthese cards great,1
2411,sandisk ultra disks great additional storage cellphone adapter camera save photos music,1
2412,needed extra storage garmin additional topo maps routes card fits bill comes standard sdhc adapter microsdhc cards plenty space extra files gps satisified purchase,0
2413,even website card picture id ordering got plain black sandisk card bit concernes peeved sonsidering bought big one turns android hate class cards much prefers class cards way os accesses lots files class timing better computations star expectationsotherwise gon na make great camera card hopefully pics take faster certainly size upgrade atleast,1
2414,fits samsung galaxy migrated music phone issues fast good performance annoyed lost much space formating,0
2415,fits galaxy siii gives lots storage thing looking,0
2416,cheap gb sdhc card would behave android phone kept throwing errors becoming corrupt looked getting gb sandisk ultra read problems xda forums people went wish gb capacity honest rate sgss camera suck storage sufficient important extremely fast reliable ive never error never format plugged ready go get pay,0
2417,like using cell phone used camera slower extreme version,1
2418,bad prices really adds needed storage added win android tablet problems plug go,0
2419,use g formatted butwhat still like psp works great fast,1
2420,really excited came mac air lot music film ability stick minidrive great buy gb minidrive air like already minidrive problem fast fast enough girlfriend new gb minidrive runs way faster old adapter new sandisk great though gb little chip glad cause matter time make betterthanks,1
2421,use samsung galaxy work pro tablet woks else say,0
2422,months already dead gopro doesnt see memory card pc doesnt see memory card laptops see,0
2423,brainer copied data old gb microsd swapped cards put data back voila space constraints relieved,1
2424,works described good packaging fair price issues product point thanks,1
2425,bought micro sd card replace cheap noname card using nextboox tablet last six months brand x card suddenly stopped working opted spring extra buy branded replacement far everything working fine hope disappointed six months replace one,0
2426,purchase three work great almost half local price need reliable high speed micro sd card,1
2427,purchased use dash cam system works perfectly skips corruption files recorder highly reccomended,1
2428,works fine android phoneseems fast transferring computerbut could faster stilldont know anything fasterso happy itwould recommend,1
2429,card great money performs adequately recommend product anyone needs memory card,1
2430,put cell phone loaded works like charm problems ever worked right box would buy another one needed,1
2431,bought two major electronics retailer make sure dont get bootleg one crapped usually buy amazon needed rig away unless company bought large batch bootleg cards maybe im retarded bought store different locations switched brands taking anymore chances case flood bootleg ones hit retail chains worked fine first card filled times times died pc phone couldnt reformat recognize good luck buy major name brand thought best guess,1
2432,cant go wrong sandisk product love bought expand memory samsung galaxy att far issues lag playing videos,1
2433,say since yet use showed time fast well came wrapped small paper packet small enough fit pocket secondly right ones believe excellent since based info exp know ones used got gifts people chance notice much hope helped,1
2434,bought store music phone doesnt work phone trouble reading card keep reformat buy one sony company instead especially gs,1
2435,one say san disk works keeps working works well without adaptor,1
2436,cant believe much info fit little card transfer speeds unbelievable phone camera always burst mode copies file quickly,1
2437,working fine months randomly stopped working recognized computer cell phone beyond amazon return window absolutely suckswasted money,1
2438,dont know read write speeds micro sd card seems work fine galaxy didnt reformat,1
2439,got phone didnt know gb gb would available start operating system software pre installed used get enough memory phone works great music movies pictures ebooks,1
2440,great read write speed compared old transcend course class uhs satisfied price got sandisk limited lifetime warrantyoh yeah asked original manufacturers packaging got amazons frustration free packaging instead big deal though,1
2441,gb micro flash card bought optimus ultimate cell phone works way supposed gives added space pictures comes full size adapter,0
2442,purchased used several sandisk memory cards never experienced issues cards one first choices market memory card,0
2443,fast transfer rates great storage great price love little micro sd cards use several different devices,1
2444,feel san disk seems make best memory cards cant validate technically seems fast acess seems problem free confidence must picture captured properly,1
2445,works real good galaxy phone galaxy tablet good price cost dollars retail stores,1
2446,fast card far reliable reformatted ntfs problem problems dell venue pro,0
2447,bought card xperia v would format phone works exfat file system recognized phone phone format fat would limit gb file formatted fatmy laptop sony vaio didnt recognized card anymore using adapter using external card readerwriter using sandisk imagemate allinone usb reader writer card read reformatted also connecting phone via usb cable laptop laptop recognizes fat formatted card lots storage phone music videos,0
2448,cant say anything bad product great price would definitely recommend,1
2449,im sure say product works described manufacturer seller product,1
2450,speed meh size good troubles comes full sized sd converter put tablet,0
2451,use put music videos movies works great tablet stalling movies videos,1
2452,massive memory boost captivate glideholds music files etc still gb free ootransfer speeds greatreally worth price,1
2453,good space money put asus memopad hd kinds media room spare love,1
2454,bought raspberry pi works great fast reasonably priced experienced issues yet,1
2455,works perfectly transfer data gopro laptop suggest anyone buy one good quality,1
2456,second sandisk micro sd ive return due sort error thinking bad luck hopefully rd time charmduring time working properly seemed quick,0
2457,worried articles saying use x gb cards instead gb card worked fine scared camera got real hot first time around,0
2458,far faster stock memory cards plenty speed bootfor usage enough cover need sure may absolute fastest memory card existence dollar gb handles basic needs ease,1
2459,first tried putting camera without formatting said insert another card put linux computer output lots errors syslog fsck wouldnt work errored couldnt even format itmy windows computer couldnt recognize either though tried format phone didnt give errors wasnt able really test wonder mini standard adapter problem since phone mini slot everywhere else tried needed adapterexchanging different brand ill see happens,0
2460,stated bad price bought thing hopes using ztpad c tablet works like charm card fast problems date,1
2461,purchased four items amazon opened box gb memory card missing rating product truly impossible,1
2462,needed new phone works greatsandisk good brand didnt hesitate purchase,1
2463,nothing really say sandisk really well providing quality storage technology affordable price,1
2464,sd works supposed phone right months issues,0
